# Test outputs for calc_ecc_anomaly (C++)
# Columns: test_id, ecc_anomaly, residual
   1   7.8539816339744828e-01   0.0000000000000000e+00
   2   0.0000000000000000e+00   0.0000000000000000e+00
   3   3.1415926535897931e+00   0.0000000000000000e+00
   4   1.0141790867971134e+00   1.4654943925052066e-14
   5   2.0814830093212806e+00  -2.2204460492503131e-16
   6   1.7037845639525446e+00   3.5060843117662444e-13
   7   1.3844126920837725e+00   1.0880185641326534e-14
   8  -1.7926475475521462e+00  -8.0018436321438458e-11
   9   1.7926475475521462e+00   8.0018436321438458e-11
  10   7.4191766810576287e-01   4.1633363423443370e-16
  11   6.2831853071795862e+00   0.0000000000000000e+00
  12   3.0707312821016814e+00  -4.4408920985006262e-16
